P1	Hybrid	P2	Zscore	Pvalue	Gamma	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15
Xbirref	Xandersi	Xxiphidium	42.4559	0	0.944895	2.82783e+06	1.11314e+06	110359	41965.3	69173.6	15405.9	26488.2	5705.25	291875	1.82509e+06	582306	3309.5	47513.1	10282	3064
Xandersi	Xbirref	Xxiphidium	-39.9799	1	1.06602	2.82783e+06	1.11314e+06	15405.9	26488.2	5705.25	110359	41965.3	69173.6	291875	1.82509e+06	582306	3309.5	10282	47513.1	3064
Xbirref	Xbirchmanni_GARC	Xclemenciae_F2	-47.0487	1	1.3353	3.91869e+06	218304	90394.2	9699.75	14032	6437.12	25269.4	1027	87274.2	2.7515e+06	149600	1248.25	49752.2	4094	794.5
Xbirchmanni_GARC	Xbirref	Xclemenciae_F2	58.8628	0	0.832844	3.91869e+06	218304	6437.12	25269.4	1027	90394.2	9699.75	14032	87274.2	2.7515e+06	149600	1248.25	4094	49752.2	794.5
Xbirref	Xbirchmanni_GARC	Xcontinens	-46.0151	1	2.14242	3.98128e+06	156423	98086.7	7954.44	10214.9	6382.06	27603.8	877.625	64452.9	2.80978e+06	116273	1039.12	54368.6	4064.62	676.625
Xbirchmanni_GARC	Xbirref	Xcontinens	70.5522	0	0.741958	3.98128e+06	156423	6382.06	27603.8	877.625	98086.7	7954.44	10214.9	64452.9	2.80978e+06	116273	1039.12	4064.62	54368.6	676.625
Xbirref	Xbirchmanni_GARC	Xcortezi	-38.1146	1	1.32438	3.93354e+06	202661	84330.9	11023.1	16383.1	6152.25	23248.8	943.5	73164.6	2.77456e+06	138261	972	45467.1	3970	702
Xbirchmanni_GARC	Xbirref	Xcortezi	47.45	0	0.835603	3.93354e+06	202661	6152.25	23248.8	943.5	84330.9	11023.1	16383.1	73164.6	2.77456e+06	138261	972	3970	45467.1	702
Xbirref	Xbirchmanni_GARC	Xcouchianus	-36.821	1	1.10646	3.76839e+06	367291	81141.9	11310.2	17710.1	6158.94	21505.4	1105.38	127469	2.62211e+06	234831	1230.62	42034.9	3850.62	845.375
Xbirchmanni_GARC	Xbirref	Xcouchianus	40.3637	0	0.919312	3.76839e+06	367291	6158.94	21505.4	1105.38	81141.9	11310.2	17710.1	127469	2.62211e+06	234831	1230.62	3850.62	42034.9	845.375
Xbirref	Xbirchmanni_GARC	Xevelynae	-48.9189	1	1.42367	3.92006e+06	217260	92663.3	9248.19	13189.1	6360.19	26336.1	1011.88	83757	2.75963e+06	145965	1237.12	51714.1	4090.12	796.875
Xbirchmanni_GARC	Xbirref	Xevelynae	63.4766	0	0.813444	3.92006e+06	217260	6360.19	26336.1	1011.88	92663.3	9248.19	13189.1	83757	2.75963e+06	145965	1237.12	4090.12	51714.1	796.875
Xbirref	Xbirchmanni_GARC	Xgordoni	-13.0105	1	1.02273	3.5952e+06	539178	68366.5	14226.4	23663.8	6123.38	17551	1189.75	167155	2.49759e+06	315758	1223.75	34132	3904.75	889.75
Xbirchmanni_GARC	Xbirref	Xgordoni	13.2996	0	0.978723	3.5952e+06	539178	6123.38	17551	1189.75	68366.5	14226.4	23663.8	167155	2.49759e+06	315758	1223.75	3904.75	34132	889.75
Xbirref	Xbirchmanni_GARC	Xhellerii	-42.0987	1	1.11563	3.79314e+06	342585	84921.8	10049.6	15338.6	6174.44	21628.9	1114.12	133347	2.61142e+06	239798	1273.88	42333.4	3826.12	823.625
Xbirchmanni_GARC	Xbirref	Xhellerii	46.4621	0	0.914149	3.79314e+06	342585	6174.44	21628.9	1114.12	84921.8	10049.6	15338.6	133347	2.61142e+06	239798	1273.88	3826.12	42333.4	823.625
Xbirref	Xbirchmanni_GARC	Xmalinche_CHIC2	-30.2504	1	1.41859	3.96648e+06	169640	81167	12522	17798.5	6538.62	22585.9	970.5	56691.9	2.82198e+06	107063	1031.75	44284.8	4541	754.5
Xbirchmanni_GARC	Xbirref	Xmalinche_CHIC2	39.1766	0	0.814435	3.96648e+06	169640	6538.62	22585.9	970.5	81167	12522	17798.5	56691.9	2.82198e+06	107063	1031.75	4541	44284.8	754.5
Xbirref	Xbirchmanni_GARC	Xmayae	-9.3724	1	-0.145609	4.08254e+06	57991.9	114993	5240.56	4490.88	6820.38	35604.4	907.5	39463.8	2.91127e+06	48240.5	1386.5	70493.9	4419.75	786.5
Xbirchmanni_GARC	Xbirref	Xmayae	83.1116	0	0.529877	4.08254e+06	57991.9	6820.38	35604.4	907.5	114993	5240.56	4490.88	39463.8	2.91127e+06	48240.5	1386.5	4419.75	70493.9	786.5
Xbirref	Xbirchmanni_GARC	Xmeyeri	-47.6654	1	1.42955	3.92973e+06	207492	92105.9	9384.75	13301.5	6416.19	25989.1	994.375	81248.7	2.76664e+06	141153	1206.62	51090.5	4139.62	784.625
Xbirchmanni_GARC	Xbirref	Xmeyeri	61.9879	0	0.812313	3.92973e+06	207492	6416.19	25989.1	994.375	92105.9	9384.75	13301.5	81248.7	2.76664e+06	141153	1206.62	4139.62	51090.5	784.625
Xbirref	Xbirchmanni_GARC	Xmilleri	-6.61953	1	1.00904	3.47367e+06	660248	65243.3	14670	24971.8	5873.81	16326.4	1292.38	201275	2.39417e+06	383688	1249.38	31513.8	3712.62	931.375
Xbirchmanni_GARC	Xbirref	Xmilleri	6.67882	1.21098e-11	0.991202	3.47367e+06	660248	5873.81	16326.4	1292.38	65243.3	14670	24971.8	201275	2.39417e+06	383688	1249.38	3712.62	31513.8	931.375
Xbirref	Xbirchmanni_GARC	Xmonticolus	19.6559	0	0.981843	3.23896e+06	893464	54550.3	16592.4	29248.1	5626.31	11926.7	1445.38	264222	2.20071e+06	509712	1274.12	22615.6	3538.38	990.625
Xbirchmanni_GARC	Xbirref	Xmonticolus	-19.2924	1	1.0192	3.23896e+06	893464	5626.31	11926.7	1445.38	54550.3	16592.4	29248.1	264222	2.20071e+06	509712	1274.12	3538.38	22615.6	990.625
Xbirref	Xbirchmanni_GARC	Xmontezumae	-45.4284	1	1.20602	3.84887e+06	287424	87674.6	9878.5	14447	6067.38	23530.2	1010	103445	2.68635e+06	196453	1045	45991.8	3866.25	734.25
Xbirchmanni_GARC	Xbirref	Xmontezumae	53.1888	0	0.872673	3.84887e+06	287424	6067.38	23530.2	1010	87674.6	9878.5	14447	103445	2.68635e+06	196453	1045	3866.25	45991.8	734.25
Xbirref	Xbirchmanni_GARC	Xmultilineatus	-44.6315	1	1.46168	3.93241e+06	204516	90616.2	9664.12	13626.2	6352.12	25223.8	938.25	74485.8	2.77701e+06	136662	1071.25	49546.5	4115.25	717.25
Xbirchmanni_GARC	Xbirref	Xmultilineatus	58.7285	0	0.806427	3.93241e+06	204516	6352.12	25223.8	938.25	90616.2	9664.12	13626.2	74485.8	2.77701e+06	136662	1071.25	4115.25	49546.5	717.25
Xbirref	Xbirchmanni_GARC	Xnezahuacoyotl	-24.5874	1	1.0823	3.79328e+06	341842	74637.2	13169.2	20694.6	6248.81	19835.8	1023.88	107503	2.6701e+06	205147	1048.38	38744.1	4079.12	767.375
Xbirchmanni_GARC	Xbirref	Xnezahuacoyotl	26.4572	0	0.933994	3.79328e+06	341842	6248.81	19835.8	1023.88	74637.2	13169.2	20694.6	107503	2.6701e+06	205147	1048.38	4079.12	38744.1	767.375
Xbirref	Xbirchmanni_GARC	Xnigrensis	17.1097	0	0.975801	3.44587e+06	687121	53235.1	17950.7	30910.6	5719.81	13684.9	1299.12	185694	2.4292e+06	361450	1105.12	26019.1	3809.12	896.375
Xbirchmanni_GARC	Xbirref	Xnigrensis	-16.6854	1	1.02609	3.44587e+06	687121	5719.81	13684.9	1299.12	53235.1	17950.7	30910.6	185694	2.4292e+06	361450	1105.12	3809.12	26019.1	896.375
Xbirref	Xbirchmanni_GARC	Xpygmaeus	-35.736	1	-7.19689	4.02385e+06	114668	103702	6917.5	8080	6362.25	30069.6	874.75	50397.2	2.85458e+06	87972.8	1051.5	59239.2	4067.75	676.75
Xbirchmanni_GARC	Xbirref	Xpygmaeus	76.4375	0	0.652537	4.02385e+06	114668	6362.25	30069.6	874.75	103702	6917.5	8080	50397.2	2.85458e+06	87972.8	1051.5	4067.75	59239.2	676.75
Xbirref	Xbirchmanni_GARC	Xsignum	-50.137	1	2.1555	3.99434e+06	144032	101749	7269.25	9224.75	6502.62	29316.5	1031.5	70444	2.81011e+06	111942	1355.5	57826	4121.25	820.5
Xbirchmanni_GARC	Xbirref	Xsignum	77.014	0	0.741296	3.99434e+06	144032	6502.62	29316.5	1031.5	101749	7269.25	9224.75	70444	2.81011e+06	111942	1355.5	4121.25	57826	820.5
Xbirref	Xbirchmanni_GARC	Xvariatus	-41.358	1	1.13317	3.82535e+06	310420	84440.9	10264.2	15725.2	6064	21845.9	1128	120395	2.6443e+06	219982	1204.5	42724.5	3746	822.75
Xbirchmanni_GARC	Xbirref	Xvariatus	46.2184	0	0.904845	3.82535e+06	310420	6064	21845.9	1128	84440.9	10264.2	15725.2	120395	2.6443e+06	219982	1204.5	3746	42724.5	822.75
Xbirref	Xbirchmanni_GARC	Xxiphidium	25.9204	0	0.982909	2.90287e+06	1.22898e+06	52334.9	16499.2	29833.9	5024	10503.9	1747.5	355298	1.92013e+06	697494	1300	19494.4	3094.5	1084
Xbirchmanni_GARC	Xbirref	Xxiphidium	-25.4697	1	1.01801	2.90287e+06	1.22898e+06	5024	10503.9	1747.5	52334.9	16499.2	29833.9	355298	1.92013e+06	697494	1300	3094.5	19494.4	1084
Xclemenciae_F2	Xbirref	Xcontinens	71.0691	0	0.331264	3.88206e+06	122470	14038.3	65639.2	1623.38	192043	15711.8	20622.1	40443.8	2.69335e+06	79073.9	1603.38	8444.12	116977	1173.62
Xbirref	Xcontinens	Xclemenciae_F2	-35.8644	1	54.3664	3.88206e+06	192043	122470	15711.8	20622.1	14038.3	40443.8	1603.38	65639.2	2.69335e+06	116977	1623.38	79073.9	8444.12	1173.62
Xclemenciae_F2	Xbirref	Xcortezi	90.7064	0	0.434306	3.82514e+06	179023	11091.2	67323.2	1766.75	188603	15598.6	23055.8	55309.6	2.64694e+06	109496	1498.5	6646.75	116625	1188.25
Xbirref	Xcortezi	Xclemenciae_F2	-21.0675	1	-0.433743	3.82514e+06	188603	179023	15598.6	23055.8	11091.2	55309.6	1498.5	67323.2	2.64694e+06	116625	1766.75	109496	6646.75	1188.25
Xbirref	Xclemenciae_F2	Xcouchianus	-37.1389	1	1.78057	3.68953e+06	310084	151845	25836.6	35938.8	18675.2	45253.8	2615.25	89546.7	2.5326e+06	175961	2185.25	83345.9	11455	1698.5
Xclemenciae_F2	Xbirref	Xcouchianus	53.42	0	0.766416	3.68953e+06	310084	18675.2	45253.8	2615.25	151845	25836.6	35938.8	89546.7	2.5326e+06	175961	2185.25	11455	83345.9	1698.5
Xclemenciae_F2	Xbirref	Xevelynae	64.7582	0	0.461841	3.83239e+06	170167	19429.6	53932.6	2010.62	173480	21995.1	26973.8	49403.4	2.66221e+06	95324.9	1959.88	11977.4	100976	1427.88
Xbirref	Xevelynae	Xclemenciae_F2	-9.18351	1	-0.197958	3.83239e+06	173480	170167	21995.1	26973.8	19429.6	49403.4	1959.88	53932.6	2.66221e+06	100976	2010.62	95324.9	11977.4	1427.88
Xbirref	Xclemenciae_F2	Xgordoni	-26.0271	1	1.13352	3.51934e+06	478398	135497	28994.6	43498.4	18037.2	39405.6	3471	127789	2.41201e+06	252674	2498.75	71680.2	11167.8	2077
Xclemenciae_F2	Xbirref	Xgordoni	29.0929	0	0.904666	3.51934e+06	478398	18037.2	39405.6	3471	135497	28994.6	43498.4	127789	2.41201e+06	252674	2498.75	11167.8	71680.2	2077
Xbirref	Xclemenciae_F2	Xhellerii	-36.354	1	1.54634	3.71244e+06	287653	157900	25980.2	31177.8	21808.6	43604.2	2568.5	93486.2	2.52465e+06	181406	2338.25	83958.1	13529	1733.25
Xclemenciae_F2	Xbirref	Xhellerii	49.1983	0	0.792976	3.71244e+06	287653	21808.6	43604.2	2568.5	157900	25980.2	31177.8	93486.2	2.52465e+06	181406	2338.25	13529	83958.1	1733.25
Xclemenciae_F2	Xbirref	Xmalinche_CHIC2	89.5901	0	0.355899	3.84407e+06	162463	9994	75591.2	1722.5	201900	13412	19072	47769.2	2.67683e+06	94275.9	1485.75	6165.25	131422	1138.25
Xbirref	Xmalinche_CHIC2	Xclemenciae_F2	-40.087	1	-4.25726	3.84407e+06	201900	162463	13412	19072	9994	47769.2	1485.75	75591.2	2.67683e+06	131422	1722.5	94275.9	6165.25	1138.25
Xclemenciae_F2	Xbirref	Xmayae	3.33879	0.000420776	-0.0148298	3.97318e+06	37342.8	23861.6	73887.9	1506.88	222254	16144.4	7934.12	15300.6	2.79178e+06	23737.8	2206.38	15183.6	145397	1321.88
Xbirref	Xmayae	Xclemenciae_F2	3.38758	0.000352613	0.985802	3.97318e+06	222254	37342.8	16144.4	7934.12	23861.6	15300.6	2206.38	73887.9	2.79178e+06	145397	1506.88	23737.8	15183.6	1321.88
Xclemenciae_F2	Xbirref	Xmeyeri	65.9375	0	0.445087	3.83889e+06	164034	19313.7	55112.1	2033.88	176558	21275.9	25701.9	48415.4	2.66623e+06	93375.2	1976.38	11903.9	103208	1426.88
Xbirref	Xmeyeri	Xclemenciae_F2	-13.0501	1	-0.327587	3.83889e+06	176558	164034	21275.9	25701.9	19313.7	48415.4	1976.38	55112.1	2.66623e+06	103208	2033.88	93375.2	11903.9	1426.88
Xbirref	Xclemenciae_F2	Xmilleri	-3.90976	0.999954	1.01157	3.40719e+06	588695	121600	31752.2	49081.9	18200.2	33169.5	3987.62	157114	2.31848e+06	311323	2722.88	59997	11260.1	2330.62
Xclemenciae_F2	Xbirref	Xmilleri	3.95447	3.83685e-05	0.988821	3.40719e+06	588695	18200.2	33169.5	3987.62	121600	31752.2	49081.9	157114	2.31848e+06	311323	2722.88	11260.1	59997	2330.62
Xbirref	Xclemenciae_F2	Xmonticolus	63.3203	0	0.897293	3.19207e+06	800314	89310.7	41757.5	60854.5	20222.5	19810.9	4813	211546	2.14308e+06	421780	2975.25	35975.6	13644.2	2693.75
Xclemenciae_F2	Xbirref	Xmonticolus	-56.0724	1	1.14845	3.19207e+06	800314	20222.5	19810.9	4813	89310.7	41757.5	60854.5	211546	2.14308e+06	421780	2975.25	13644.2	35975.6	2693.75
Xbirref	Xclemenciae_F2	Xmontezumae	-28.4227	1	-0.88915	3.75775e+06	243725	171886	18783.1	28532.4	12625.7	57316.9	2182.12	75453.2	2.57877e+06	149469	1769.38	99081.5	7581.62	1412.88
Xclemenciae_F2	Xbirref	Xmontezumae	88.8117	0	0.59525	3.75775e+06	243725	12625.7	57316.9	2182.12	171886	18783.1	28532.4	75453.2	2.57877e+06	149469	1769.38	7581.62	99081.5	1412.88
Xclemenciae_F2	Xbirref	Xmultilineatus	78.0132	0	0.416847	3.83542e+06	168043	13891.6	62354.7	1844.88	182054	17891.2	25222.5	49674.4	2.66239e+06	97595.5	1694.12	8413.88	110390	1279.88
Xbirref	Xmultilineatus	Xclemenciae_F2	-22.2482	1	-0.663793	3.83542e+06	182054	168043	17891.2	25222.5	13891.6	49674.4	1694.12	62354.7	2.66239e+06	110390	1844.88	97595.5	8413.88	1279.88
Xbirref	Xclemenciae_F2	Xnezahuacoyotl	-35.2029	1	-4.96118	3.70306e+06	297388	158092	22367.4	35669.9	12660.7	53796.6	2596.12	79953.5	2.56212e+06	158548	1904.88	92486.8	7720.62	1590.62
Xclemenciae_F2	Xbirref	Xnezahuacoyotl	77.5014	0	0.646924	3.70306e+06	297388	12660.7	53796.6	2596.12	158092	22367.4	35669.9	79953.5	2.56212e+06	158548	1904.88	7720.62	92486.8	1590.62
Xbirref	Xclemenciae_F2	Xnigrensis	-58.0181	1	1.33885	3.34321e+06	657246	151270	24429.4	40430.9	12546.5	52545.1	3962.75	163634	2.3112e+06	325784	2462.5	91285.8	7820.25	2136.25
Xclemenciae_F2	Xbirref	Xnigrensis	72.702	0	0.831965	3.34321e+06	657246	12546.5	52545.1	3962.75	151270	24429.4	40430.9	163634	2.3112e+06	325784	2462.5	7820.25	91285.8	2136.25
Xclemenciae_F2	Xbirref	Xpygmaeus	58.8072	0	0.22624	3.91737e+06	89290.6	13998.7	72233.1	1439.62	206234	13136.1	15378.1	30415.4	2.72985e+06	58968.1	1535.62	8395.88	129942	1065.88
Xbirref	Xpygmaeus	Xclemenciae_F2	-41.6126	1	1.70418	3.91737e+06	206234	89290.6	13136.1	15378.1	13998.7	30415.4	1535.62	72233.1	2.72985e+06	129942	1439.62	58968.1	8395.88	1065.88
Xclemenciae_F2	Xbirref	Xsignum	53.781	0	0.315746	3.89836e+06	107029	22816.3	59236.3	1816.12	192656	20039.6	18249.5	38126.8	2.70724e+06	70063.8	2151.12	14216.1	115563	1403.38
Xbirref	Xsignum	Xclemenciae_F2	-28.964	1	6.98428	3.89836e+06	192656	107029	20039.6	18249.5	22816.3	38126.8	2151.12	59236.3	2.70724e+06	115563	1816.12	70063.8	14216.1	1403.38
Xbirref	Xclemenciae_F2	Xvariatus	-42.3417	1	5.23315	3.73249e+06	269096	171027	21444	27069	18782.5	51167.6	2514	87912.8	2.54358e+06	172534	2168.75	95323.9	11390.8	1640.75
Xclemenciae_F2	Xbirref	Xvariatus	76.5923	0	0.690999	3.73249e+06	269096	18782.5	51167.6	2514	171027	21444	27069	87912.8	2.54358e+06	172534	2168.75	11390.8	95323.9	1640.75
Xbirref	Xclemenciae_F2	Xxiphidium	28.1266	0	0.967524	2.84437e+06	1.14832e+06	99587.9	34325.2	58941.6	14748.2	24762	6268.25	309664	1.85043e+06	617249	3486.5	41209.8	9220.75	3236
Xclemenciae_F2	Xbirref	Xxiphidium	-27.1825	1	1.03598	2.84437e+06	1.14832e+06	14748.2	24762	6268.25	99587.9	34325.2	58941.6	309664	1.85043e+06	617249	3486.5	9220.75	41209.8	3236
Xbirref	Xcontinens	Xcortezi	-23.7037	1	-0.707611	3.88631e+06	188596	128602	14209.2	18384	11256.2	45872.6	1348.62	58993.5	2.70245e+06	116917	1161.38	86081.8	6927.62	928.125
Xcontinens	Xbirref	Xcortezi	80.9057	0	0.585816	3.88631e+06	188596	11256.2	45872.6	1348.62	128602	14209.2	18384	58993.5	2.70245e+06	116917	1161.38	6927.62	86081.8	928.125
Xbirref	Xcontinens	Xcouchianus	-43.0044	1	1.31964	3.73434e+06	337468	109655	17387.8	24851.8	13108.1	34175.5	1893.12	103484	2.5692e+06	196372	1662.62	65675.2	7869.12	1290.38
Xcontinens	Xbirref	Xcouchianus	53.4208	0	0.836829	3.73434e+06	337468	13108.1	34175.5	1893.12	109655	17387.8	24851.8	103484	2.5692e+06	196372	1662.62	7869.12	65675.2	1290.38
Xbirref	Xcontinens	Xevelynae	-32.3354	1	-3.26219	3.88335e+06	191205	124944	15304.1	19898.2	13615.2	42261.1	1551.88	62893.4	2.70009e+06	114318	1555.12	82033	8269.62	1142.62
Xcontinens	Xbirref	Xevelynae	74.5829	0	0.638386	3.88335e+06	191205	13615.2	42261.1	1551.88	124944	15304.1	19898.2	62893.4	2.70009e+06	114318	1555.12	8269.62	82033	1142.62
Xbirref	Xcontinens	Xgordoni	-30.8167	1	1.1005	3.55942e+06	510948	98472.9	19482.4	29623.1	12769.1	29812.3	2279	142925	2.4456e+06	276210	1793.5	56846.6	7751.75	1473
Xcontinens	Xbirref	Xgordoni	33.631	0	0.92278	3.55942e+06	510948	12769.1	29812.3	2279	98472.9	19482.4	29623.1	142925	2.4456e+06	276210	1793.5	7751.75	56846.6	1473
Xbirref	Xcontinens	Xhellerii	-49.7557	1	1.36452	3.75658e+06	315907	116580	15717.8	21641.8	13584.4	35745.8	1891.25	110718	2.55542e+06	204961	1786.5	69504	7982.5	1313.75
Xcontinens	Xbirref	Xhellerii	63.0474	0	0.825886	3.75658e+06	315907	13584.4	35745.8	1891.25	116580	15717.8	21641.8	110718	2.55542e+06	204961	1786.5	7982.5	69504	1313.75
Xcontinens	Xbirref	Xmalinche_CHIC2	91.4257	0	0.483898	3.90321e+06	174178	9871.44	54757.7	1295.62	144042	11103.1	13497.9	52033.6	2.73117e+06	102604	1176.38	6162.62	101750	904.375
Xbirref	Xmalinche_CHIC2	Xcontinens	-5.70499	1	-0.0712984	3.90321e+06	144042	174178	11103.1	13497.9	9871.44	52033.6	1176.38	54757.7	2.73117e+06	101750	1295.62	102604	6162.62	904.375
Xcontinens	Xbirref	Xmayae	68.1147	0	0.267776	4.03064e+06	50458.2	14900.4	60925.4	1228.75	165796	8646.19	5330.62	27764.9	2.83272e+06	36452.5	1717	9030.5	120440	1065.75
Xbirref	Xmayae	Xcontinens	-43.2049	1	2.36155	4.03064e+06	165796	50458.2	8646.19	5330.62	14900.4	27764.9	1717	60925.4	2.83272e+06	120440	1228.75	36452.5	9030.5	1065.75
Xbirref	Xcontinens	Xmeyeri	-30.187	1	-2.15041	3.89181e+06	182705	125655	15101	19282.8	13672.9	42143.1	1504.88	60601.6	2.70663e+06	109968	1507.62	81858.2	8311.12	1108.88
Xcontinens	Xbirref	Xmeyeri	74.4117	0	0.627225	3.89181e+06	182705	13672.9	42143.1	1504.88	125655	15101	19282.8	60601.6	2.70663e+06	109968	1507.62	8311.12	81858.2	1108.88
Xbirref	Xcontinens	Xmilleri	-13.7519	1	1.02975	3.44436e+06	624663	87994	21409.4	34141.9	12444.4	25704.2	2678.75	174349	2.34795e+06	338409	1928.75	48685.4	7528.75	1655.75
Xcontinens	Xbirref	Xmilleri	14.1493	0	0.972686	3.44436e+06	624663	12444.4	25704.2	2678.75	87994	21409.4	34141.9	174349	2.34795e+06	338409	1928.75	7528.75	48685.4	1655.75
Xbirref	Xcontinens	Xmonticolus	23.8175	0	0.969294	3.21588e+06	850509	69932.2	24533.8	41170.4	12025.1	17684.4	3208.88	233898	2.1618e+06	457103	2107.88	32678.9	7309.12	1884.88
Xcontinens	Xbirref	Xmonticolus	-23.063	1	1.03382	3.21588e+06	850509	12025.1	17684.4	3208.88	69932.2	24533.8	41170.4	233898	2.1618e+06	457103	2107.88	7309.12	32678.9	1884.88
Xbirref	Xcontinens	Xmontezumae	-41.9548	1	1.85143	3.81677e+06	255629	114216	16898.2	22547.5	12557.3	36771	1615.38	79984.3	2.63262e+06	158218	1341.12	69809.5	7795.88	1084.88
Xcontinens	Xbirref	Xmontezumae	61.2488	0	0.76045	3.81677e+06	255629	12557.3	36771	1615.38	114216	16898.2	22547.5	79984.3	2.63262e+06	158218	1341.12	7795.88	69809.5	1084.88
Xbirref	Xcontinens	Xmultilineatus	-20.1291	1	-5.30987	3.90519e+06	168330	112767	22355.1	21927.5	15819.1	37156.5	1355.88	49612.1	2.72627e+06	98328.8	1284.62	73161.2	11348.9	1012.12
Xcontinens	Xbirref	Xmultilineatus	44.0492	0	0.648075	3.90519e+06	168330	15819.1	37156.5	1355.88	112767	22355.1	21927.5	49612.1	2.72627e+06	98328.8	1284.62	11348.9	73161.2	1012.12
Xbirref	Xcontinens	Xnezahuacoyotl	-36.6404	1	1.42717	3.75751e+06	314571	105703	19959.2	27068	12831.4	35263.5	1916.88	86395.1	2.61215e+06	171344	1466.38	67159	8295.38	1246.88
Xcontinens	Xbirref	Xnezahuacoyotl	47.6073	0	0.812769	3.75751e+06	314571	12831.4	35263.5	1916.88	105703	19959.2	27068	86395.1	2.61215e+06	171344	1466.38	8295.38	67159	1246.88
Xbirref	Xcontinens	Xnigrensis	-24.2008	1	1.06628	3.39802e+06	673538	97988.2	23762.4	29405.6	13578.2	32197.1	2663	167893	2.36545e+06	334972	1771.5	61982.4	9730.5	1536.25
Xcontinens	Xbirref	Xnigrensis	25.7051	0	0.944715	3.39802e+06	673538	13578.2	32197.1	2663	97988.2	23762.4	29405.6	167893	2.36545e+06	334972	1771.5	9730.5	61982.4	1536.25
Xcontinens	Xbirref	Xpygmaeus	16.0632	0	0.18091	3.99677e+06	79234.5	16986.4	43665.8	1136.5	126604	22386.1	15516.9	27086.1	2.80105e+06	53532.1	1210	12958.2	86645.1	908
Xbirref	Xpygmaeus	Xcontinens	-12.5154	1	1.39563	3.99677e+06	126604	79234.5	22386.1	15516.9	16986.4	27086.1	1210	43665.8	2.80105e+06	86645.1	1136.5	53532.1	12958.2	908
Xbirref	Xcontinens	Xsignum	-8.95747	1	-0.137261	3.95304e+06	123444	139497	12417.3	14010.4	14275.5	47461.4	1470	51691.1	2.74591e+06	85488.4	1681.25	93228.4	8514.75	1133.5
Xcontinens	Xbirref	Xsignum	83.1737	0	0.528456	3.95304e+06	123444	14275.5	47461.4	1470	139497	12417.3	14010.4	51691.1	2.74591e+06	85488.4	1681.25	8514.75	93228.4	1133.5
Xbirref	Xcontinens	Xvariatus	-54.4049	1	1.72378	3.78156e+06	292279	124636	14390.4	18962.5	13092	40335.9	1842.75	102129	2.57977e+06	193248	1665.25	77987.2	7769.5	1263.25
Xcontinens	Xbirref	Xvariatus	77.2484	0	0.771775	3.78156e+06	292279	13092	40335.9	1842.75	124636	14390.4	18962.5	102129	2.57977e+06	193248	1665.25	7769.5	77987.2	1263.25
Xbirref	Xcontinens	Xxiphidium	23.0326	0	0.979107	2.87882e+06	1.18731e+06	69008.6	24082.3	41776.4	10564.1	17488.3	4096.88	326501	1.87916e+06	646362	2420.12	31334.9	6443.38	2244.12
Xcontinens	Xbirref	Xxiphidium	-22.5411	1	1.02229	2.87882e+06	1.18731e+06	10564.1	17488.3	4096.88	69008.6	24082.3	41776.4	326501	1.87916e+06	646362	2420.12	6443.38	31334.9	2244.12
Xbirref	Xcortezi	Xcouchianus	-51.5174	1	2.02359	3.68235e+06	328453	160634	18628.1	29593.8	10424.2	46990.9	1662.75	103063	2.5268e+06	192202	1735.5	92224.2	6258.75	1236.25
Xcortezi	Xbirref	Xcouchianus	77.5764	0	0.748551	3.68235e+06	328453	10424.2	46990.9	1662.75	160634	18628.1	29593.8	103063	2.5268e+06	192202	1735.5	6258.75	92224.2	1236.25
Xbirref	Xcortezi	Xevelynae	-13.893	1	-0.217143	3.82652e+06	187678	181411	15239.4	22390	10756.8	57069.8	1436	64532.4	2.65372e+06	113998	1675.25	112499	6506.25	1143.5
Xcortezi	Xbirref	Xevelynae	91.7673	0	0.540948	3.82652e+06	187678	10756.8	57069.8	1436	181411	15239.4	22390	64532.4	2.65372e+06	113998	1675.25	6506.25	112499	1143.5
Xbirref	Xcortezi	Xgordoni	-48.416	1	1.25936	3.51136e+06	498022	145540	22100.6	36970.9	10176.4	42663.6	1993.62	142509	2.40314e+06	272178	1841.88	83503.4	6207.12	1413.88
Xcortezi	Xbirref	Xgordoni	58.3872	0	0.854133	3.51136e+06	498022	10176.4	42663.6	1993.62	145540	22100.6	36970.9	142509	2.40314e+06	272178	1841.88	6207.12	83503.4	1413.88
Xbirref	Xcortezi	Xhellerii	-53.3823	1	1.8187	3.70943e+06	301052	161718	17874.3	28313.4	10744.4	45687.7	1695.75	107474	2.51884e+06	194798	1843.25	90111.1	6329.75	1270.5
Xcortezi	Xbirref	Xhellerii	77.4127	0	0.763115	3.70943e+06	301052	10744.4	45687.7	1695.75	161718	17874.3	28313.4	107474	2.51884e+06	194798	1843.25	6329.75	90111.1	1270.5
Xcortezi	Xbirref	Xmalinche_CHIC2	76.777	0	0.393483	3.86176e+06	153143	9380.38	60791.6	1207.25	183000	15730.1	22427.4	44964.1	2.70156e+06	87842.5	1257.75	6022.75	117841	936
Xbirref	Xmalinche_CHIC2	Xcortezi	-26.9672	1	-1.18057	3.86176e+06	183000	153143	15730.1	22427.4	9380.38	44964.1	1257.75	60791.6	2.70156e+06	117841	1207.25	87842.5	6022.75	936
