P1	Hybrid	P2	Zscore	Pvalue	Gamma	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15
Xandersi	Xhellerii	Xmilleri	-31.8749	1	1.69087	3.18009e+06	485242	187203	48787.4	36580.6	120703	69252.8	29336.5	119341	2.08967e+06	226616	12973.8	101010	61656.6	2372.5
Xhellerii	Xandersi	Xmilleri	44.8985	0	0.775152	3.18009e+06	485242	120703	69252.8	29336.5	187203	48787.4	36580.6	119341	2.08967e+06	226616	12973.8	61656.6	101010	2372.5
Xandersi	Xhellerii	Xmonticolus	-14.3518	1	1.06974	2.98314e+06	676211	155569	50759.5	48302.1	106949	57699.8	36702.9	164160	1.93411e+06	319419	9880.25	77414.2	52089.5	2747.62
Xhellerii	Xandersi	Xmonticolus	15.2874	0	0.942328	2.98314e+06	676211	106949	57699.8	36702.9	155569	50759.5	48302.1	164160	1.93411e+06	319419	9880.25	52089.5	77414.2	2747.62
Xhellerii	Xandersi	Xmontezumae	17.0522	0	0.261099	3.48568e+06	188621	156078	73784.9	16344.4	226234	53104.1	20148.4	60411.9	2.30128e+06	100846	18091.2	85645.8	126224	1882
Xandersi	Xmontezumae	Xhellerii	-11.0266	1	2.20487	3.48568e+06	226234	188621	53104.1	20148.4	156078	60411.9	18091.2	73784.9	2.30128e+06	126224	16344.4	100846	85645.8	1882
Xhellerii	Xandersi	Xmultilineatus	16.6722	0	-0.645541	3.54371e+06	134546	166742	78816.9	12511.5	241357	54556.9	15435.6	45039.8	2.36192e+06	67447.6	20757.9	93080.1	139923	1809
Xandersi	Xmultilineatus	Xhellerii	23.2127	0	0.780176	3.54371e+06	241357	134546	54556.9	15435.6	166742	45039.8	20757.9	78816.9	2.36192e+06	139923	12511.5	67447.6	93080.1	1809
Xhellerii	Xandersi	Xnezahuacoyotl	31.5292	0	0.401008	3.42424e+06	249695	152548	74595	17955.4	223443	52847.9	22086.1	67406.9	2.27849e+06	115542	17667.5	83338.8	126595	2024.12
Xandersi	Xnezahuacoyotl	Xhellerii	-10.4213	1	-0.975181	3.42424e+06	223443	249695	52847.9	22086.1	152548	67406.9	17667.5	74595	2.27849e+06	126595	17955.4	115542	83338.8	2024.12
Xandersi	Xhellerii	Xnigrensis	-28.2416	1	1.36204	3.10844e+06	559941	192798	52815.8	36098	131587	69448	27398.2	132020	2.06517e+06	247578	15683.4	108137	69976.9	2497.38
Xhellerii	Xandersi	Xnigrensis	35.7484	0	0.826453	3.10844e+06	559941	131587	69448	27398.2	192798	52815.8	36098	132020	2.06517e+06	247578	15683.4	69976.9	108137	2497.38
Xhellerii	Xandersi	Xpygmaeus	30.7829	0	-12.6595	3.61446e+06	67329.2	179345	81715.1	7590.38	256961	55637.5	9330.75	31469	2.41628e+06	37236.2	23527.8	101180	150366	1655
Xandersi	Xpygmaeus	Xhellerii	59.3121	0	0.675218	3.61446e+06	256961	67329.2	55637.5	9330.75	179345	31469	23527.8	81715.1	2.41628e+06	150366	7590.38	37236.2	101180	1655
Xhellerii	Xandersi	Xsignum	15.7271	0	1.35843	3.61534e+06	65083.9	182740	73814.2	8021.88	241045	64412	12397.9	28777.9	2.41684e+06	35291.9	22051.8	105318	139648	1561.88
Xandersi	Xsignum	Xhellerii	75.3321	0	0.558276	3.61534e+06	241045	65083.9	64412	12397.9	182740	28777.9	22051.8	73814.2	2.41684e+06	139648	8021.88	35291.9	105318	1561.88
Xhellerii	Xandersi	Xvariatus	32.5839	0	0.341964	3.47629e+06	197047	149620	77048.7	16644.5	227033	49561.9	19997.8	63846.1	2.28647e+06	109335	18294.4	79096.4	126891	1773.25
Xandersi	Xvariatus	Xhellerii	-15.6509	1	-12.2077	3.47629e+06	227033	197047	49561.9	19997.8	149620	63846.1	18294.4	77048.7	2.28647e+06	126891	16644.5	109335	79096.4	1773.25
Xandersi	Xhellerii	Xxiphidium	-17.757	1	1.04654	2.68777e+06	965555	130795	46440.9	59328.6	84413.8	54636.8	44234.9	238927	1.68943e+06	471268	8195.12	59267.8	35440.2	3096.12
Xhellerii	Xandersi	Xxiphidium	18.5467	0	0.95916	2.68777e+06	965555	84413.8	54636.8	44234.9	130795	46440.9	59328.6	238927	1.68943e+06	471268	8195.12	35440.2	59267.8	3096.12
Xandersi	Xmalinche_CHIC2	Xmayae	34.8221	0	-34.9969	3.77212e+06	34975.8	164085	76173.1	3479	228133	49096.7	4708.12	22772.4	2.58833e+06	21040.6	17568.4	90426.4	148031	1624.12
Xandersi	Xmayae	Xmalinche_CHIC2	68.6767	0	0.330188	3.77212e+06	164085	34975.8	76173.1	3479	228133	22772.4	17568.4	49096.7	2.58833e+06	90426.4	4708.12	21040.6	148031	1624.12
Xandersi	Xmalinche_CHIC2	Xmeyeri	13.2823	0	-4.88917	3.66265e+06	136037	144765	63300.1	10435.2	188118	51779	16804.8	42214.2	2.49282e+06	71871.6	12032.2	78805.6	114773	1566.38
Xandersi	Xmeyeri	Xmalinche_CHIC2	24.3091	0	0.312058	3.66265e+06	144765	136037	63300.1	10435.2	188118	42214.2	12032.2	51779	2.49282e+06	78805.6	16804.8	71871.6	114773	1566.38
Xandersi	Xmalinche_CHIC2	Xmilleri	-3.21754	0.999353	1.01744	3.26296e+06	524968	113396	48815.9	24021.4	137668	50261	36505.5	134566	2.17873e+06	261347	7979.38	58142.5	74238.5	2283
Xmalinche_CHIC2	Xandersi	Xmilleri	3.27269	0.000532699	0.983427	3.26296e+06	524968	137668	50261	36505.5	113396	48815.9	24021.4	134566	2.17873e+06	261347	7979.38	74238.5	58142.5	2283
Xandersi	Xmalinche_CHIC2	Xmonticolus	-2.12418	0.983173	1.00647	3.05367e+06	729173	94997.9	44560.6	31426.5	117754	45464.9	45967	186092	2.00953e+06	363772	7031.25	44119.4	58312.2	2683.62
Xmalinche_CHIC2	Xandersi	Xmonticolus	2.13784	0.0162647	0.993651	3.05367e+06	729173	117754	45464.9	45967	94997.9	44560.6	31426.5	186092	2.00953e+06	363772	7031.25	58312.2	44119.4	2683.62
Xandersi	Xmalinche_CHIC2	Xmontezumae	42.9146	0	0.473937	3.58972e+06	205979	130058	66838.2	12654.9	182918	43579	21255.2	64533.5	2.41503e+06	118397	10727.8	66287.2	110707	1557.5
Xandersi	Xmontezumae	Xmalinche_CHIC2	4.25229	1.05868e-05	1.12358	3.58972e+06	130058	205979	66838.2	12654.9	182918	64533.5	10727.8	43579	2.41503e+06	66287.2	21255.2	118397	110707	1557.5
Xandersi	Xmalinche_CHIC2	Xmultilineatus	1.39303	0.081806	0.0203417	3.65552e+06	143578	136856	72157	10719.1	198012	44154.9	15765.9	44736.4	2.48591e+06	77491.1	11706.9	72511.2	123964	1458.25
Xandersi	Xmultilineatus	Xmalinche_CHIC2	1.3641	0.0862679	-0.0216638	3.65552e+06	136856	143578	72157	10719.1	198012	44736.4	11706.9	44154.9	2.48591e+06	72511.2	15765.9	77491.1	123964	1458.25
Xandersi	Xmalinche_CHIC2	Xnezahuacoyotl	52.7354	0	0.488147	3.53613e+06	258701	118915	69893.4	18130.2	181498	41456.4	22185.6	68576.4	2.39897e+06	127797	9642.88	61343.1	111389	1680
Xandersi	Xnezahuacoyotl	Xmalinche_CHIC2	2.44244	0.00729418	1.05104	3.53613e+06	118915	258701	69893.4	18130.2	181498	68576.4	9642.88	41456.4	2.39897e+06	61343.1	22185.6	127797	111389	1680
Xandersi	Xmalinche_CHIC2	Xnigrensis	72.8196	0	0.747731	3.22008e+06	569244	88567.4	69266.1	32575.6	160807	36614.6	31188.4	133394	2.18544e+06	259979	7319.38	42931.5	98602.1	2141.62
Xmalinche_CHIC2	Xandersi	Xnigrensis	-48.2518	1	2.03732	3.22008e+06	569244	160807	36614.6	31188.4	88567.4	69266.1	32575.6	133394	2.18544e+06	259979	7319.38	98602.1	42931.5	2141.62
Xandersi	Xmalinche_CHIC2	Xpygmaeus	28.7193	0	-1.07519	3.73002e+06	72468.2	148567	75585.9	5768.12	212762	44933.4	10426.8	29051.9	2.54568e+06	43595.4	14052.8	79275.5	135390	1299.38
Xandersi	Xpygmaeus	Xmalinche_CHIC2	43.5993	0	0.254449	3.73002e+06	148567	72468.2	75585.9	5768.12	212762	29051.9	14052.8	44933.4	2.54568e+06	79275.5	10426.8	43595.4	135390	1299.38
Xandersi	Xmalinche_CHIC2	Xsignum	17.4787	0	-1.50515	3.71066e+06	90560.9	152988	66161.1	6963	203084	48429.1	12801.1	37775.2	2.52198e+06	54761.5	14501.6	81686.6	124560	1653.62
Xandersi	Xsignum	Xmalinche_CHIC2	27.9803	0	0.272897	3.71066e+06	152988	90560.9	66161.1	6963	203084	37775.2	14501.6	48429.1	2.52198e+06	81686.6	12801.1	54761.5	124560	1653.62
Xandersi	Xmalinche_CHIC2	Xvariatus	23.0855	0	0.686329	3.57739e+06	217061	133513	58179.9	14101.4	174440	48548.2	21007.6	69622.9	2.3961e+06	128480	10433.4	68499.5	101139	1693.62
Xmalinche_CHIC2	Xandersi	Xvariatus	-12.5348	1	6.31752	3.57739e+06	217061	174440	48548.2	21007.6	133513	58179.9	14101.4	69622.9	2.3961e+06	128480	10433.4	101139	68499.5	1693.62
Xandersi	Xmalinche_CHIC2	Xxiphidium	-21.5949	1	1.04369	2.74556e+06	1.03304e+06	84750.8	37956.1	35552.1	94894.2	47094.6	54471.4	265417	1.75513e+06	526121	6452.5	36338.2	40920.4	2983.38
Xmalinche_CHIC2	Xandersi	Xxiphidium	22.4989	0	0.961375	2.74556e+06	1.03304e+06	94894.2	47094.6	54471.4	84750.8	37956.1	35552.1	265417	1.75513e+06	526121	6452.5	40920.4	36338.2	2983.38
Xandersi	Xmayae	Xmeyeri	45.923	0	0.291276	3.77819e+06	155496	35115.4	68452.4	3510.38	211709	27911.4	21303.8	44573.2	2.59105e+06	84679.5	3768.75	22130	132872	1533.88
Xandersi	Xmeyeri	Xmayae	27.0493	0	-2.30854	3.77819e+06	35115.4	155496	68452.4	3510.38	211709	44573.2	3768.75	27911.4	2.59105e+06	22130	21303.8	84679.5	132872	1533.88
Xandersi	Xmayae	Xmilleri	24.42	0	0.920496	3.35551e+06	569584	28902.3	45528.9	6850.75	154008	35967.8	45152.1	146666	2.25747e+06	290373	3696	17853.1	84722.6	2440.62
Xmayae	Xandersi	Xmilleri	-22.3109	1	1.10441	3.35551e+06	569584	154008	35967.8	45152.1	28902.3	45528.9	6850.75	146666	2.25747e+06	290373	3696	84722.6	17853.1	2440.62
Xandersi	Xmayae	Xmonticolus	8.88235	0	0.980207	3.13502e+06	786349	23064.1	38461.8	8584.62	133072	35085.9	55798.8	202273	2.0795e+06	401564	3766.5	12762	67010	2831
Xmayae	Xandersi	Xmonticolus	-8.70299	1	1.02104	3.13502e+06	786349	133072	35085.9	55798.8	23064.1	38461.8	8584.62	202273	2.0795e+06	401564	3766.5	67010	12762	2831
Xandersi	Xmayae	Xmontezumae	77.6492	0	0.568993	3.69262e+06	238700	33670.2	62465	3836.38	199543	26635.9	27639	73935.7	2.49821e+06	141054	4230.25	19579.5	120527	1754.62
Xmayae	Xandersi	Xmontezumae	-18.8308	1	-0.470913	3.69262e+06	238700	199543	26635.9	27639	33670.2	62465	3836.38	73935.7	2.49821e+06	141054	4230.25	120527	19579.5	1754.62
Xandersi	Xmayae	Xmultilineatus	67.9199	0	0.366224	3.76408e+06	169936	34104.8	70368.4	3572.5	216887	23809.2	21195.5	50713.1	2.5761e+06	94460.5	4278	20093.1	136260	1609.25
Xandersi	Xmultilineatus	Xmayae	28.6728	0	3.71156	3.76408e+06	34104.8	169936	70368.4	3572.5	216887	50713.1	4278	23809.2	2.5761e+06	20093.1	21195.5	94460.5	136260	1609.25
Xandersi	Xmayae	Xnezahuacoyotl	78.1589	0	0.605137	3.6299e+06	301085	32190.4	62083.4	4677.25	196137	27179.8	29480.9	80670.3	2.47654e+06	154969	4031.62	19175.6	118971	1871.88
Xmayae	Xandersi	Xnezahuacoyotl	-27.1588	1	-1.13914	3.6299e+06	301085	196137	27179.8	29480.9	32190.4	62083.4	4677.25	80670.3	2.47654e+06	154969	4031.62	118971	19175.6	1871.88
Xandersi	Xmayae	Xnigrensis	57.5915	0	0.841847	3.28914e+06	639032	29246.8	54644.6	6637.88	171699	31482.8	41194.1	154772	2.2452e+06	303784	4279.12	17536.5	102973	2418
Xmayae	Xandersi	Xnigrensis	-46.7721	1	1.30094	3.28914e+06	639032	171699	31482.8	41194.1	29246.8	54644.6	6637.88	154772	2.2452e+06	303784	4279.12	102973	17536.5	2418
Xandersi	Xmayae	Xpygmaeus	33.4882	0	0.156167	3.84733e+06	89438.2	36427.5	77362.2	2531.88	235015	21150.9	14001.6	31553.8	2.64272e+06	55274.1	4807.12	21528.8	151039	1416.62
Xandersi	Xpygmaeus	Xmayae	27.2906	0	-0.293823	3.84733e+06	36427.5	89438.2	77362.2	2531.88	235015	31553.8	4807.12	21150.9	2.64272e+06	21528.8	14001.6	55274.1	151039	1416.62
Xandersi	Xmayae	Xsignum	54.271	0	0.17617	3.8464e+06	89314.2	22632.8	87051.2	3454.25	238829	13674	14481.6	29365.2	2.64219e+06	54807	3301.12	12367.1	155656	1100.75
Xandersi	Xsignum	Xmayae	42.6655	0	-0.373646	3.8464e+06	22632.8	89314.2	87051.2	3454.25	238829	29365.2	3301.12	13674	2.64219e+06	12367.1	14481.6	54807	155656	1100.75
Xandersi	Xmayae	Xvariatus	67.792	0	0.618416	3.68371e+06	246670	34013.2	59134.8	3988.38	193934	29906.8	27142	77275.4	2.48264e+06	150449	3737.75	21052.8	113924	1706.25
Xmayae	Xandersi	Xvariatus	-25.9621	1	-1.63614	3.68371e+06	246670	193934	29906.8	27142	34013.2	59134.8	3988.38	77275.4	2.48264e+06	150449	3737.75	113924	21052.8	1706.25
Xandersi	Xmayae	Xxiphidium	-43.7688	1	1.07541	2.81534e+06	1.10287e+06	25464.1	26069	9089.38	105816	43246.3	65406.9	288196	1.81195e+06	573701	4224.5	14836.2	45043.1	3289.5
Xmayae	Xandersi	Xxiphidium	46.8381	0	0.9385	2.81534e+06	1.10287e+06	105816	43246.3	65406.9	25464.1	26069	9089.38	288196	1.81195e+06	573701	4224.5	45043.1	14836.2	3289.5
Xandersi	Xmeyeri	Xmilleri	50.0255	0	0.821269	3.28984e+06	504160	83859.6	55364.5	30305.2	136280	34997.7	30843.9	128583	2.20556e+06	249020	7374.25	38597.4	76666.6	1891.88
Xmeyeri	Xandersi	Xmilleri	-39.1385	1	1.38536	3.28984e+06	504160	136280	34997.7	30843.9	83859.6	55364.5	30305.2	128583	2.20556e+06	249020	7374.25	76666.6	38597.4	1891.88
Xandersi	Xmeyeri	Xmonticolus	27.5254	0	0.932591	3.07213e+06	717281	74377.1	46072.9	35321.1	112831	35244.9	40287.9	185048	2.02665e+06	357706	6512.62	30731.5	57497.1	2272.5
Xmeyeri	Xandersi	Xmonticolus	-25.5359	1	1.0845	3.07213e+06	717281	112831	35244.9	40287.9	74377.1	46072.9	35321.1	185048	2.02665e+06	357706	6512.62	57497.1	30731.5	2272.5
Xandersi	Xmeyeri	Xmontezumae	45.0835	0	0.613537	3.59774e+06	204197	119548	57959.2	15827	168948	38753.3	18224.6	69244.1	2.41965e+06	118075	12498.1	59003.4	99042.9	1595.38
Xmeyeri	Xandersi	Xmontezumae	-16.6857	1	-1.42465	3.59774e+06	204197	168948	38753.3	18224.6	119548	57959.2	15827	69244.1	2.41965e+06	118075	12498.1	99042.9	59003.4	1595.38
Xandersi	Xmeyeri	Xmultilineatus	26.6037	0	0.283725	3.66488e+06	140181	124732	63916.8	14055	184199	38344.6	12752.4	48474.1	2.49246e+06	75396.5	13482.6	63465.9	112408	1522
Xandersi	Xmultilineatus	Xmeyeri	16.0657	0	-1.90643	3.66488e+06	124732	140181	63916.8	14055	184199	48474.1	13482.6	38344.6	2.49246e+06	63465.9	12752.4	75396.5	112408	1522
Xandersi	Xmeyeri	Xnezahuacoyotl	55.5423	0	0.597188	3.54429e+06	256903	108390	61351.7	21352.9	168265	36691.1	18730.6	73251.6	2.40347e+06	128007	11084.6	54495.2	100372	1707.62
Xmeyeri	Xandersi	Xnezahuacoyotl	-18.0783	1	-0.932551	3.54429e+06	256903	168265	36691.1	18730.6	108390	61351.7	21352.9	73251.6	2.40347e+06	128007	11084.6	100372	54495.2	1707.62
Xandersi	Xmeyeri	Xnigrensis	25.8695	0	0.90733	3.20347e+06	594416	105011	52469.2	23709	141595	41642.3	30544.5	147648	2.16978e+06	277393	11786.8	53072.6	80902	2088.5
Xmeyeri	Xandersi	Xnigrensis	-23.2273	1	1.12835	3.20347e+06	594416	141595	41642.3	30544.5	105011	52469.2	23709	147648	2.16978e+06	277393	11786.8	80902	53072.6	2088.5
Xandersi	Xmeyeri	Xpygmaeus	13.1839	0	-0.422416	3.73317e+06	75525.7	142896	63601.4	7127.12	194662	42472.8	9082.12	36198.2	2.54462e+06	46438.6	17438.4	75227	118605	1449.5
Xandersi	Xpygmaeus	Xmeyeri	17.0992	0	0.186312	3.73317e+06	142896	75525.7	63601.4	7127.12	194662	36198.2	17438.4	42472.8	2.54462e+06	75227	9082.12	46438.6	118605	1449.5
Xandersi	Xmeyeri	Xsignum	2.37546	0.00876365	-0.0532303	3.72055e+06	87305.6	141005	62001.4	8082	191177	42273.2	10230.4	41276.2	2.52958e+06	53860.2	16611.4	73943.4	115561	1532.25
Xandersi	Xsignum	Xmeyeri	2.49551	0.00628881	0.0459004	3.72055e+06	141005	87305.6	62001.4	8082	191177	41276.2	16611.4	42273.2	2.52958e+06	73943.4	10230.4	53860.2	115561	1532.25
Xandersi	Xmeyeri	Xvariatus	52.4061	0	0.560061	3.59366e+06	207661	115385	61498.7	14623.9	168982	37458.1	17659.4	68062.8	2.41294e+06	124134	11892.4	57185	98093.6	1315.12
Xmeyeri	Xandersi	Xvariatus	-11.2401	1	-0.375599	3.59366e+06	207661	168982	37458.1	17659.4	115385	61498.7	14623.9	68062.8	2.41294e+06	124134	11892.4	98093.6	57185	1315.12
Xandersi	Xmeyeri	Xxiphidium	-0.74911	0.773105	1.00131	2.75666e+06	1.02984e+06	72815	39014.6	35185.5	91455.3	39311.2	48840.8	266664	1.76632e+06	527667	6128.88	30415.9	40440.8	2516.12
Xmeyeri	Xandersi	Xxiphidium	0.750088	0.226601	0.998698	2.75666e+06	1.02984e+06	91455.3	39311.2	48840.8	72815	39014.6	35185.5	266664	1.76632e+06	527667	6128.88	40440.8	30415.9	2516.12
Xandersi	Xmilleri	Xmonticolus	-3.06906	0.998926	1.03175	2.80106e+06	545090	322486	75745.6	108946	86970.8	77471.8	25143.1	133572	1.81494e+06	247990	14955	131320	43925.8	2917.88
Xmilleri	Xandersi	Xmonticolus	3.1635	0.000779484	0.971013	2.80106e+06	545090	86970.8	77471.8	25143.1	322486	75745.6	108946	133572	1.81494e+06	247990	14955	43925.8	131320	2917.88
Xmilleri	Xandersi	Xmontezumae	12.4972	0	0.0755508	3.21809e+06	150756	125424	120773	11466.5	486407	51757.4	37091.6	57397.8	2.12776e+06	79419.8	29490.4	67020.9	230489	2274.62
Xandersi	Xmontezumae	Xmilleri	-11.4759	1	1.09769	3.21809e+06	486407	150756	51757.4	37091.6	125424	57397.8	29490.4	120773	2.12776e+06	230489	11466.5	79419.8	67020.9	2274.62
Xmilleri	Xandersi	Xmultilineatus	22.1057	0	-0.170676	3.27534e+06	97955.5	136787	126696	7526.75	502806	53635.6	32161.1	42983.9	2.18701e+06	47928.1	31983.4	75563.9	246163	2257.75
Xandersi	Xmultilineatus	Xmilleri	25.3286	0	0.887121	3.27534e+06	502806	97955.5	53635.6	32161.1	136787	42983.9	31983.4	126696	2.18701e+06	246163	7526.75	47928.1	75563.9	2257.75
Xmilleri	Xandersi	Xnezahuacoyotl	7.4309	5.44009e-14	-0.0754944	3.18421e+06	182591	126147	114509	10873.4	454378	61010.8	53732.8	57255.4	2.11915e+06	82037.4	26925.8	68958	218719	2403.25
Xandersi	Xnezahuacoyotl	Xmilleri	7.95252	8.88178e-16	0.938446	3.18421e+06	454378	182591	61010.8	53732.8	126147	57255.4	26925.8	114509	2.11915e+06	218719	10873.4	82037.4	68958	2403.25
Xandersi	Xmilleri	Xnigrensis	-15.803	1	-0.343522	2.87111e+06	489960	420856	61655.2	69440	105001	109375	19982.4	121576	1.90571e+06	213985	24913.2	199868	55084.8	2798.38
Xmilleri	Xandersi	Xnigrensis	77.6087	0	0.556676	2.87111e+06	489960	105001	109375	19982.4	420856	61655.2	69440	121576	1.90571e+06	213985	24913.2	55084.8	199868	2798.38
Xmilleri	Xandersi	Xpygmaeus	14.2155	0	-0.0688986	3.32063e+06	58280.3	142110	139314	6449.62	545951	45231	14284.1	39166.6	2.22217e+06	33449.1	38563.2	76572	272372	2187.12
Xandersi	Xpygmaeus	Xmilleri	15.1318	0	0.942903	3.32063e+06	545951	58280.3	45231	14284.1	142110	39166.6	38563.2	139314	2.22217e+06	272372	6449.62	33449.1	76572	2187.12
Xmilleri	Xandersi	Xsignum	10.3765	0	-0.0518735	3.31236e+06	65402.2	140817	136651	6971.75	539402	46070.2	16559.9	41603.2	2.21269e+06	37063.1	37287.4	76142.6	267104	2293.12
Xandersi	Xsignum	Xmilleri	10.8882	0	0.955112	3.31236e+06	539402	65402.2	46070.2	16559.9	140817	41603.2	37287.4	136651	2.21269e+06	267104	6971.75	37063.1	76142.6	2293.12
Xmilleri	Xandersi	Xvariatus	20.6416	0	0.113885	3.2053e+06	163798	123760	123285	11392.8	491822	51050.3	33158.2	60334.1	2.11385e+06	91166	29066.1	65139.4	234668	1951
Xandersi	Xvariatus	Xmilleri	-17.9887	1	1.17299	3.2053e+06	491822	163798	51050.3	33158.2	123760	60334.1	29066.1	123285	2.11385e+06	234668	11392.8	91166	65139.4	1951
Xandersi	Xmilleri	Xxiphidium	-16.6839	1	1.0755	2.48739e+06	854691	317969	68392.3	108597	67367.5	77786.6	32212.1	211611	1.56198e+06	410690	12912.9	123918	28864	2984.5
Xmilleri	Xandersi	Xxiphidium	17.8551	0	0.938444	2.48739e+06	854691	67367.5	77786.6	32212.1	317969	68392.3	108597	211611	1.56198e+06	410690	12912.9	28864	123918	2984.5
Xmonticolus	Xandersi	Xmontezumae	0.178442	0.429188	0.00066268	3.013e+06	127646	108282	169331	9174.88	685900	49537.4	45633.5	49616.9	1.96455e+06	60858.1	37625.1	53928.9	328359	2643.5
Xandersi	Xmontezumae	Xmonticolus	-0.178324	0.570766	1.00066	3.013e+06	685900	127646	49537.4	45633.5	108282	49616.9	37625.1	169331	1.96455e+06	328359	9174.88	60858.1	53928.9	2643.5
Xmonticolus	Xandersi	Xmultilineatus	23.0252	0	-0.0845266	3.06425e+06	81598	116933	178900	6580.25	709052	48938.5	38705.9	38809.5	2.01643e+06	35402.6	41501.8	59635.5	350030	2638.38
Xandersi	Xmultilineatus	Xmonticolus	24.8197	0	0.932572	3.06425e+06	709052	81598	48938.5	38705.9	116933	38809.5	41501.8	178900	2.01643e+06	350030	6580.25	35402.6	59635.5	2638.38
Xmonticolus	Xandersi	Xnezahuacoyotl	22.1255	0	-0.12048	2.9836e+06	154695	108240	162375	9117.12	649085	59852.4	65078	48828.6	1.95752e+06	61614.9	35549.9	55289.4	314774	2831.5
Xandersi	Xnezahuacoyotl	Xmonticolus	24.5045	0	0.911505	2.9836e+06	649085	154695	59852.4	65078	108240	48828.6	35549.9	162375	1.95752e+06	314774	9117.12	61614.9	55289.4	2831.5
Xmonticolus	Xandersi	Xnigrensis	62.8176	0	0.3069	2.69692e+06	433130	91741	147622	15651.8	586629	68871.5	93796.9	103742	1.76246e+06	177042	30751.5	45340	279614	3303.88
Xandersi	Xnigrensis	Xmonticolus	-35.0024	1	4.87019	2.69692e+06	586629	433130	68871.5	93796.9	91741	103742	30751.5	147622	1.76246e+06	279614	15651.8	177042	45340	3303.88
Xmonticolus	Xandersi	Xpygmaeus	8.25896	0	-0.0217085	3.10501e+06	47020.1	122762	192905	5285.88	757294	39614.2	18328.1	36357.2	2.04893e+06	23894.9	47886.9	61267.6	379188	2543.38
Xandersi	Xpygmaeus	Xmonticolus	8.43444	0	0.979619	3.10501e+06	757294	47020.1	39614.2	18328.1	122762	36357.2	47886.9	192905	2.04893e+06	379188	5285.88	23894.9	61267.6	2543.38
Xmonticolus	Xandersi	Xsignum	11.6262	0	-0.0332044	3.09905e+06	51803.4	122774	188872	5770	748406	42060.4	21232.8	37342.2	2.04189e+06	26418.5	46655.2	61733.2	372747	2677.25
Xandersi	Xsignum	Xmonticolus	11.9998	0	0.969804	3.09905e+06	748406	51803.4	42060.4	21232.8	122774	37342.2	46655.2	188872	2.04189e+06	372747	5770	26418.5	61733.2	2677.25
Xmonticolus	Xandersi	Xvariatus	22.1216	0	0.0696047	2.99781e+06	142801	103146	174141	9405.25	693428	45372.8	42174.4	55006.2	1.9466e+06	73320.9	37349.2	49262	333410	2342.75
Xandersi	Xvariatus	Xmonticolus	-20.4666	1	1.08798	2.99781e+06	693428	142801	45372.8	42174.4	103146	55006.2	37349.2	174141	1.9466e+06	333410	9405.25	73320.9	49262	2342.75
Xandersi	Xmonticolus	Xxiphidium	-23.9338	1	1.27262	2.34714e+06	759681	445563	85177.1	148873	57159.2	101884	26286.2	179875	1.44866e+06	345028	16907.9	175193	23966.2	3572
Xmonticolus	Xandersi	Xxiphidium	29.0609	0	0.850032	2.34714e+06	759681	57159.2	101884	26286.2	445563	85177.1	148873	179875	1.44866e+06	345028	16907.9	23966.2	175193	3572
Xandersi	Xmontezumae	Xmultilineatus	11.3533	0	1.50035	3.59274e+06	124530	193729	67172.1	17033.6	178729	60379.2	11533.5	40010.4	2.41496e+06	62382.6	17997.8	109516	107800	1526.5
Xandersi	Xmultilineatus	Xmontezumae	45.3971	0	0.428542	3.59274e+06	193729	124530	67172.1	17033.6	178729	40010.4	17997.8	60379.2	2.41496e+06	109516	11533.5	62382.6	107800	1526.5
Xandersi	Xmontezumae	Xnezahuacoyotl	14.3659	0	0.335841	3.47693e+06	235820	171956	67566.2	24854.6	164655	55357.6	17071.8	61531.1	2.33333e+06	108934	15048.5	94597.8	98374.2	1704.38
Xandersi	Xnezahuacoyotl	Xmontezumae	7.10157	6.20948e-13	44.6344	3.47693e+06	171956	235820	67566.2	24854.6	164655	61531.1	15048.5	55357.6	2.33333e+06	94597.8	17071.8	108934	98374.2	1704.38
Xandersi	Xmontezumae	Xnigrensis	2.55553	0.00530137	0.984094	3.14239e+06	566271	161515	59031.4	31551.9	139150	57805.8	27850.2	133638	2.10401e+06	253869	14501.2	88939	79500.8	2227.75
Xmontezumae	Xandersi	Xnigrensis	-2.51422	0.994035	1.0167	3.14239e+06	566271	139150	57805.8	27850.2	161515	59031.4	31551.9	133638	2.10401e+06	253869	14501.2	79500.8	88939	2227.75
Xandersi	Xmontezumae	Xpygmaeus	3.88036	5.21703e-05	1.05899	3.65939e+06	61954.8	213974	67161.9	9024	190444	65109.9	7313.12	28270.9	2.46607e+06	35236.2	21469.6	123023	115417	1382.12
Xandersi	Xpygmaeus	Xmontezumae	73.5457	0	0.486452	3.65939e+06	213974	61954.8	67161.9	9024	190444	28270.9	21469.6	65109.9	2.46607e+06	123023	7313.12	35236.2	115417	1382.12
Xmontezumae	Xandersi	Xsignum	16.0968	0	1.93949	3.63971e+06	80605.1	181690	68560.8	9522.12	218954	58239.9	9872.38	36933.2	2.44302e+06	46528.1	21769.4	106049	125544	1741
Xandersi	Xsignum	Xmontezumae	49.3272	0	0.597488	3.63971e+06	218954	80605.1	58239.9	9872.38	181690	36933.2	21769.4	68560.8	2.44302e+06	125544	9522.12	46528.1	106049	1741
